part_id,packaging_id,compatible
P0400,PK04,True
P0401,PK01,True
P0401,PK02,True
P0401,PK03,True
P0401,PK04,True
P0402,PK04,True
P0403,PK02,True
P0403,PK03,True
P0403,PK04,True
P0403,PK05,True
P0403,PK06,True
P0404,PK05,True
P0404,PK06,True
P0405,PK02,True
P0405,PK03,True
P0405,PK04,True
P0406,PK01,True
P0406,PK02,True
P0406,PK03,True
P0406,PK04,True
P0407,PK04,True
P0408,PK01,True
P0408,PK02,True
P0408,PK03,True
P0408,PK04,True
P0409,PK01,True
P0409,PK02,True
P0409,PK03,True
P0409,PK04,True
P0410,PK01,True
P0410,PK02,True
P0410,PK03,True
P0410,PK04,True
P0410,PK05,True
P0411,PK01,True
P0411,PK02,True
P0411,PK03,True
P0411,PK04,True
P0412,PK01,True
P0412,PK02,True
P0412,PK03,True
P0412,PK04,True
P0413,PK01,True
P0413,PK02,True
P0413,PK03,True
P0413,PK04,True
P0414,PK01,True
P0414,PK02,True
P0414,PK03,True
P0414,PK04,True
P0415,PK02,True
P0415,PK03,True
P0415,PK04,True
P0416,PK02,True
P0416,PK03,True
P0416,PK04,True
P0417,PK01,True
P0417,PK02,True
P0417,PK03,True
P0417,PK04,True
P0418,PK01,True
P0418,PK02,True
P0418,PK03,True
P0418,PK04,True
P0419,PK01,True
P0419,PK02,True
P0419,PK03,True
P0419,PK04,True
P0420,PK01,True
P0420,PK02,True
P0420,PK03,True
P0420,PK04,True
P0421,PK01,True
P0421,PK02,True
P0421,PK03,True
P0421,PK04,True
P0422,PK02,True
P0422,PK03,True
P0422,PK04,True
P0423,PK01,True
P0423,PK02,True
P0423,PK03,True
P0423,PK04,True
P0424,PK01,True
P0424,PK02,True
P0424,PK03,True
P0424,PK04,True
P0425,PK01,True
P0425,PK02,True
P0425,PK03,True
P0425,PK04,True
P0426,PK02,True
P0426,PK03,True
P0426,PK05,True
P0426,PK06,True
P0427,PK02,True
P0427,PK05,True
P0427,PK06,True
P0428,PK01,True
P0428,PK02,True
P0428,PK03,True
P0428,PK04,True
P0428,PK05,True
P0429,PK01,True
P0429,PK02,True
P0429,PK03,True
P0429,PK04,True
P0430,PK01,True
P0430,PK02,True
P0430,PK03,True
P0430,PK04,True
P0431,PK02,True
P0431,PK03,True
P0431,PK04,True
P0432,PK01,True
P0432,PK02,True
P0432,PK03,True
P0432,PK04,True
P0433,PK04,True
P0434,PK05,True
P0434,PK06,True
P0435,PK04,True
P0436,PK01,True
P0436,PK02,True
P0436,PK03,True
P0436,PK04,True
P0436,PK05,True
P0437,PK01,True
P0437,PK02,True
P0437,PK03,True
P0437,PK04,True
P0438,PK02,True
P0438,PK03,True
P0438,PK04,True
P0439,PK02,True
P0439,PK03,True
P0439,PK04,True
P0440,PK01,True
P0440,PK02,True
P0440,PK03,True
P0440,PK04,True
P0440,PK05,True
P0441,PK01,True
P0441,PK02,True
P0441,PK03,True
P0441,PK04,True
P0442,PK02,True
P0442,PK03,True
P0442,PK04,True
P0443,PK04,True
P0444,PK01,True
P0444,PK02,True
P0444,PK03,True
P0444,PK04,True
P0445,PK01,True
P0445,PK02,True
P0445,PK03,True
P0445,PK04,True
P0446,PK01,True
P0446,PK02,True
P0446,PK03,True
P0446,PK04,True
P0447,PK02,True
P0447,PK03,True
P0447,PK04,True
P0448,PK05,True
P0448,PK06,True
P0449,PK05,True
P0450,PK01,True
P0450,PK02,True
P0450,PK03,True
P0450,PK04,True
P0451,PK01,True
P0451,PK02,True
P0451,PK03,True
P0451,PK04,True
P0452,PK01,True
P0452,PK02,True
P0452,PK03,True
P0452,PK04,True
P0453,PK01,True
P0453,PK02,True
P0453,PK03,True
P0453,PK04,True
P0454,PK01,True
P0454,PK02,True
P0454,PK03,True
P0454,PK04,True
P0455,PK01,True
P0455,PK02,True
P0455,PK03,True
P0455,PK04,True
P0456,PK02,True
P0456,PK03,True
P0456,PK05,True
P0456,PK06,True
P0457,PK05,True
P0457,PK06,True
P0458,PK02,True
P0458,PK03,True
P0458,PK04,True
P0458,PK05,True
P0458,PK06,True
P0459,PK01,True
P0459,PK02,True
P0459,PK03,True
P0459,PK04,True
P0460,PK04,True
P0461,PK01,True
P0461,PK02,True
P0461,PK03,True
P0461,PK04,True
P0462,PK01,True
P0462,PK02,True
P0462,PK03,True
P0462,PK04,True
P0462,PK05,True
P0463,PK01,True
P0463,PK02,True
P0463,PK03,True
P0463,PK04,True
P0464,PK04,True
P0465,PK02,True
P0465,PK03,True
P0465,PK04,True
P0466,PK01,True
P0466,PK02,True
P0466,PK03,True
P0466,PK04,True
P0467,PK02,True
P0467,PK03,True
P0467,PK04,True
P0468,PK01,True
P0468,PK02,True
P0468,PK03,True
P0468,PK04,True
P0469,PK01,True
P0469,PK02,True
P0469,PK03,True
P0469,PK04,True
P0470,PK02,True
P0470,PK03,True
P0470,PK04,True
P0471,PK01,True
P0471,PK02,True
P0471,PK03,True
P0471,PK04,True
P0472,PK01,True
P0472,PK02,True
P0472,PK03,True
P0472,PK04,True
P0473,PK01,True
P0473,PK02,True
P0473,PK03,True
P0473,PK04,True
P0474,PK04,True
P0475,PK01,True
P0475,PK02,True
P0475,PK03,True
P0475,PK04,True
P0476,PK04,True
P0477,PK01,True
P0477,PK02,True
P0477,PK03,True
P0477,PK04,True
P0478,PK02,True
P0478,PK03,True
P0478,PK04,True
P0478,PK05,True
P0478,PK06,True
P0479,PK01,True
P0479,PK02,True
P0479,PK03,True
P0479,PK04,True
P0480,PK04,True
P0481,PK01,True
P0481,PK02,True
P0481,PK03,True
P0481,PK04,True
P0482,PK01,True
P0482,PK02,True
P0482,PK03,True
P0482,PK04,True
P0483,PK01,True
P0483,PK02,True
P0483,PK03,True
P0483,PK04,True
P0484,PK01,True
P0484,PK02,True
P0484,PK03,True
P0484,PK04,True
P0485,PK02,True
P0485,PK03,True
P0485,PK04,True
P0485,PK05,True
P0485,PK06,True
P0486,PK01,True
P0486,PK02,True
P0486,PK03,True
P0486,PK04,True
P0487,PK02,True
P0487,PK03,True
P0487,PK04,True
P0488,PK01,True
P0488,PK02,True
P0488,PK03,True
P0488,PK04,True
P0489,PK01,True
P0489,PK02,True
P0489,PK03,True
P0489,PK04,True
P0490,PK04,True
P0490,PK05,True
P0491,PK04,True
P0492,PK01,True
P0492,PK02,True
P0492,PK03,True
P0492,PK04,True
P0493,PK02,True
P0493,PK03,True
P0493,PK04,True
P0494,PK01,True
P0494,PK02,True
P0494,PK03,True
P0494,PK04,True
P0495,PK04,True
P0496,PK01,True
P0496,PK02,True
P0496,PK03,True
P0496,PK04,True
P0497,PK01,True
P0497,PK02,True
P0497,PK03,True
P0497,PK04,True
P0498,PK01,True
P0498,PK02,True
P0498,PK03,True
P0498,PK04,True
P0499,PK01,True
P0499,PK02,True
P0499,PK03,True
P0499,PK04,True
P0500,PK02,True
P0500,PK03,True
P0500,PK04,True
P0501,PK02,True
P0501,PK03,True
P0501,PK04,True
P0501,PK05,True
P0501,PK06,True
P0502,PK01,True
P0502,PK02,True
P0502,PK03,True
P0502,PK04,True
P0503,PK01,True
P0503,PK02,True
P0503,PK03,True
P0503,PK04,True
P0504,PK01,True
P0504,PK02,True
P0504,PK03,True
P0504,PK04,True
P0505,PK01,True
P0505,PK02,True
P0505,PK03,True
P0505,PK04,True
P0506,PK01,True
P0506,PK02,True
P0506,PK03,True
P0506,PK04,True
P0507,PK01,True
P0507,PK02,True
P0507,PK03,True
P0507,PK04,True
P0508,PK02,True
P0508,PK03,True
P0508,PK04,True
P0508,PK05,True
P0508,PK06,True
P0509,PK01,True
P0509,PK02,True
P0509,PK03,True
P0509,PK04,True
P0510,PK01,True
P0510,PK02,True
P0510,PK03,True
P0510,PK04,True
P0511,PK01,True
P0511,PK02,True
P0511,PK03,True
P0511,PK04,True
P0512,PK01,True
P0512,PK02,True
P0512,PK03,True
P0512,PK04,True
P0513,PK05,True
P0513,PK06,True
P0514,PK01,True
P0514,PK02,True
P0514,PK03,True
P0514,PK04,True
P0515,PK02,True
P0515,PK04,True
P0515,PK05,True
P0515,PK06,True
P0516,PK04,True
P0517,PK01,True
P0517,PK02,True
P0517,PK03,True
P0517,PK04,True
P0518,PK01,True
P0518,PK02,True
P0518,PK03,True
P0518,PK04,True
P0519,PK01,True
P0519,PK02,True
P0519,PK03,True
P0519,PK04,True
P0520,PK01,True
P0520,PK02,True
P0520,PK03,True
P0520,PK04,True
P0521,PK01,True
P0521,PK02,True
P0521,PK03,True
P0521,PK04,True
P0522,PK05,True
P0522,PK06,True
P0523,PK04,True
P0524,PK01,True
P0524,PK02,True
P0524,PK03,True
P0524,PK04,True
P0525,PK02,True
P0525,PK03,True
P0525,PK04,True
P0526,PK02,True
P0526,PK03,True
P0526,PK04,True
P0527,PK02,True
P0527,PK03,True
P0527,PK04,True
P0528,PK02,True
P0528,PK03,True
P0528,PK04,True
P0529,PK02,True
P0529,PK03,True
P0529,PK04,True
P0529,PK05,True
P0529,PK06,True
P0530,PK05,True
P0530,PK06,True
P0531,PK01,True
P0531,PK02,True
P0531,PK03,True
P0531,PK04,True
P0532,PK01,True
P0532,PK02,True
P0532,PK03,True
P0532,PK04,True
P0533,PK01,True
P0533,PK02,True
P0533,PK03,True
P0533,PK04,True
P0534,PK04,True
P0534,PK05,True
P0535,PK01,True
P0535,PK02,True
P0535,PK03,True
P0535,PK04,True
P0536,PK01,True
P0536,PK02,True
P0536,PK03,True
P0536,PK04,True
P0537,PK01,True
P0537,PK02,True
P0537,PK03,True
P0537,PK04,True
P0538,PK01,True
P0538,PK02,True
P0538,PK03,True
P0538,PK04,True
P0539,PK01,True
P0539,PK02,True
P0539,PK03,True
P0539,PK04,True
P0540,PK01,True
P0540,PK02,True
P0540,PK03,True
P0540,PK04,True
P0541,PK01,True
P0541,PK02,True
P0541,PK03,True
P0541,PK04,True
P0542,PK01,True
P0542,PK02,True
P0542,PK03,True
P0542,PK04,True
P0543,PK02,True
P0543,PK03,True
P0543,PK04,True
P0544,PK02,True
P0544,PK03,True
P0544,PK04,True
P0545,PK01,True
P0545,PK02,True
P0545,PK03,True
P0545,PK04,True
P0546,PK01,True
P0546,PK02,True
P0546,PK03,True
P0546,PK04,True
P0547,PK01,True
P0547,PK02,True
P0547,PK03,True
P0547,PK04,True
P0548,PK04,True
P0549,PK02,True
P0549,PK03,True
P0549,PK04,True
P0550,PK01,True
P0550,PK02,True
P0550,PK03,True
P0550,PK04,True
P0551,PK01,True
P0551,PK02,True
P0551,PK03,True
P0551,PK04,True
P0552,PK01,True
P0552,PK02,True
P0552,PK03,True
P0552,PK04,True
P0553,PK01,True
P0553,PK02,True
P0553,PK03,True
P0553,PK04,True
P0554,PK01,True
P0554,PK02,True
P0554,PK03,True
P0554,PK04,True
P0555,PK05,True
P0555,PK06,True
P0556,PK02,True
P0556,PK03,True
P0556,PK04,True
P0557,PK01,True
P0557,PK02,True
P0557,PK03,True
P0557,PK04,True
P0558,PK01,True
P0558,PK02,True
P0558,PK03,True
P0558,PK04,True
P0559,PK01,True
P0559,PK02,True
P0559,PK03,True
P0559,PK04,True
P0560,PK02,True
P0560,PK03,True
P0560,PK04,True
P0560,PK05,True
P0560,PK06,True
P0561,PK01,True
P0561,PK02,True
P0561,PK03,True
P0561,PK04,True
P0562,PK02,True
P0562,PK03,True
P0562,PK04,True
P0563,PK02,True
P0563,PK03,True
P0563,PK04,True
P0563,PK05,True
P0563,PK06,True
P0564,PK01,True
P0564,PK02,True
P0564,PK03,True
P0564,PK04,True
P0565,PK02,True
P0565,PK03,True
P0565,PK04,True
P0566,PK01,True
P0566,PK02,True
P0566,PK03,True
P0566,PK04,True
P0567,PK01,True
P0567,PK02,True
P0567,PK03,True
P0567,PK04,True
P0568,PK02,True
P0568,PK03,True
P0568,PK04,True
P0569,PK01,True
P0569,PK02,True
P0569,PK03,True
P0569,PK04,True
P0570,PK01,True
P0570,PK02,True
P0570,PK03,True
P0570,PK04,True
P0571,PK01,True
P0571,PK02,True
P0571,PK03,True
P0571,PK04,True
P0572,PK05,True
P0572,PK06,True
P0573,PK04,True
P0574,PK01,True
P0574,PK02,True
P0574,PK03,True
P0574,PK04,True
P0575,PK02,True
P0575,PK03,True
P0575,PK04,True
P0576,PK01,True
P0576,PK02,True
P0576,PK03,True
P0576,PK04,True
P0577,PK01,True
P0577,PK02,True
P0577,PK03,True
P0577,PK04,True
P0578,PK01,True
P0578,PK02,True
P0578,PK03,True
P0578,PK04,True
P0579,PK01,True
P0579,PK02,True
P0579,PK03,True
P0579,PK04,True
P0580,PK02,True
P0580,PK03,True
P0580,PK04,True
P0581,PK01,True
P0581,PK02,True
P0581,PK03,True
P0581,PK04,True
P0582,PK02,True
P0582,PK03,True
P0582,PK04,True
P0583,PK01,True
P0583,PK02,True
P0583,PK03,True
P0583,PK04,True
P0584,PK01,True
P0584,PK02,True
P0584,PK03,True
P0584,PK04,True
P0585,PK01,True
P0585,PK02,True
P0585,PK03,True
P0585,PK04,True
P0586,PK01,True
P0586,PK02,True
P0586,PK03,True
P0586,PK04,True
P0587,PK01,True
P0587,PK02,True
P0587,PK03,True
P0587,PK04,True
P0587,PK05,True
P0588,PK01,True
P0588,PK02,True
P0588,PK03,True
P0588,PK04,True
P0589,PK01,True
P0589,PK02,True
P0589,PK03,True
P0589,PK04,True
P0590,PK01,True
P0590,PK02,True
P0590,PK03,True
P0590,PK04,True
P0591,PK05,True
P0591,PK06,True
P0592,PK01,True
P0592,PK02,True
P0592,PK03,True
P0592,PK04,True
P0593,PK01,True
P0593,PK02,True
P0593,PK03,True
P0593,PK04,True
P0594,PK01,True
P0594,PK02,True
P0594,PK03,True
P0594,PK04,True
P0595,PK01,True
P0595,PK02,True
P0595,PK03,True
P0595,PK04,True
P0596,PK01,True
P0596,PK02,True
P0596,PK03,True
P0596,PK04,True
P0597,PK01,True
P0597,PK02,True
P0597,PK03,True
P0597,PK04,True
P0598,PK01,True
P0598,PK02,True
P0598,PK03,True
P0598,PK04,True
P0599,PK01,True
P0599,PK02,True
P0599,PK03,True
P0599,PK04,True
