part_id,line_family,returnable_packaging,expendable_alternative,break_even_cycles,annual_container_cycles,npv_advantage_returnable_eur_5y
P0434,thermal,PK06,PK05,108.22510822510822,15360.0,697851.4299440604
P0437,thermal,PK02,PK04,90.2439024390244,2511.0,20099.65213354836
P0438,chassis,PK03,PK04,69.44444444444446,12834.0,109090.27295335312
P0439,chassis,PK03,PK04,69.44444444444446,19732.0,167804.5789243855
P0441,interior,PK02,PK04,90.2439024390244,7304.0,58819.021976677504
P0442,interior,PK03,PK04,69.44444444444446,30239.0,257237.92378342254
P0444,chassis,PK03,PK04,69.44444444444446,6423.0,54521.207198019874
P0445,electronics,PK03,PK04,69.44444444444446,11552.0,98178.16215966459
P0446,chassis,PK02,PK04,90.2439024390244,3785.0,30391.42705116708
P0447,interior,PK03,PK04,69.44444444444446,23201.0,197331.9676477128
P0448,electronics,PK06,PK05,108.22510822510822,1257.0,55961.620927062744
P0450,powertrain,PK03,PK04,69.44444444444446,13146.0,111745.95046320555
P0451,powertrain,PK03,PK04,69.44444444444446,1554.0,13077.316827918867
P0452,interior,PK03,PK04,69.44444444444446,10096.0,85785.00044701988
P0453,electronics,PK02,PK04,90.2439024390244,3027.0,24268.0633246718
P0454,interior,PK03,PK04,69.44444444444446,326.0,2624.8425263201743
P0455,body,PK03,PK04,69.44444444444446,35643.0,303235.6201399692
P0456,powertrain,PK06,PK05,108.22510822510822,10186.0,462359.84149805974
P0457,electronics,PK06,PK05,108.22510822510822,1066.0,47268.367468773984
P0458,thermal,PK06,PK04,inf,2727.0,-18981.116066382554
P0459,thermal,PK02,PK04,90.2439024390244,7561.0,60895.14925597736
P0461,thermal,PK03,PK04,69.44444444444446,10075.0,85606.25292231826
P0463,powertrain,PK03,PK04,69.44444444444446,6441.0,54674.41936204982
P0465,thermal,PK03,PK04,69.44444444444446,30238.0,257229.41199653206
P0466,thermal,PK02,PK04,90.2439024390244,1909.0,15236.505743904348
P0467,chassis,PK03,PK04,69.44444444444446,30149.0,256471.86296327284
P0468,interior,PK03,PK04,69.44444444444446,17620.0,149827.68501153827
P0469,thermal,PK02,PK04,90.2439024390244,15308.0,123477.86533666201
P0470,body,PK03,PK04,69.44444444444446,65733.0,559355.2876766995
P0471,chassis,PK03,PK04,69.44444444444446,609.0,5033.678216346583
P0472,chassis,PK01,PK04,52.631578947368425,5771.0,51730.49559790061
P0473,chassis,PK02,PK04,90.2439024390244,3935.0,31603.174490447156
P0475,thermal,PK02,PK04,90.2439024390244,2707.0,21683.00212087432
P0477,thermal,PK01,PK04,52.631578947368425,15101.0,135557.41015836026
P0478,chassis,PK06,PK04,inf,240.0,-2810.494263267992
P0479,powertrain,PK03,PK04,69.44444444444446,7549.0,64105.479236782194
P0481,body,PK03,PK04,69.44444444444446,17294.0,147052.84248521808
P0482,chassis,PK03,PK04,69.44444444444446,8694.0,73851.475226465
P0483,interior,PK02,PK04,90.2439024390244,4186.0,33630.8318721758
P0484,body,PK03,PK04,69.44444444444446,18659.0,158671.4315908225
P0485,powertrain,PK06,PK04,inf,840.0,-6711.729921437971
P0486,chassis,PK01,PK04,52.631578947368425,85277.0,766065.1868137533
P0487,chassis,PK03,PK04,69.44444444444446,26980.0,229498.01030711137
P0488,electronics,PK03,PK04,69.44444444444446,7344.0,62360.562924218895
P0489,body,PK02,PK04,90.2439024390244,10093.0,81349.44603102493
P0492,powertrain,PK03,PK04,69.44444444444446,3486.0,29522.089100466652
P0493,thermal,PK03,PK04,69.44444444444446,25040.0,212985.14373943917
P0494,electronics,PK02,PK04,90.2439024390244,31958.0,257981.8310967497
P0496,interior,PK02,PK04,90.2439024390244,12543.0,101141.32087259938
P0497,thermal,PK03,PK04,69.44444444444446,3878.0,32858.7095615633
P0498,powertrain,PK03,PK04,69.44444444444446,3774.0,31973.483724945818
P0499,body,PK01,PK04,52.631578947368425,40410.0,362950.2698165247
P0500,interior,PK03,PK04,69.44444444444446,6401.0,54333.94788642771
P0501,chassis,PK06,PK04,inf,553.0,-4845.638864946664
P0502,electronics,PK03,PK04,69.44444444444446,5032.0,42681.311633261095
P0503,thermal,PK02,PK04,90.2439024390244,10131.0,81656.42204897589
P0504,thermal,PK03,PK04,69.44444444444446,5038.0,42732.382354604415
P0505,powertrain,PK01,PK04,52.631578947368425,105515.0,947896.8156320365
P0506,chassis,PK03,PK04,69.44444444444446,3775.0,31981.99551183638
P0507,interior,PK02,PK04,90.2439024390244,19018.0,153448.41866818903
P0508,electronics,PK06,PK04,inf,579.0,-5014.692410134031
P0509,electronics,PK03,PK04,69.44444444444446,2541.0,21478.450488894363
P0510,powertrain,PK03,PK04,69.44444444444446,10056.0,85444.52897139777
P0511,thermal,PK03,PK04,69.44444444444446,18379.0,156288.13126146776
P0512,chassis,PK01,PK04,52.631578947368425,19888.0,178566.9964392735
P0513,powertrain,PK06,PK05,108.22510822510822,7576.0,343567.2157067839
P0514,electronics,PK03,PK04,69.44444444444446,10060.0,85478.57611895999
P0515,body,PK06,PK04,inf,2278.0,-16061.69138218536
P0517,powertrain,PK01,PK04,52.631578947368425,12838.0,115225.11566207728
P0518,interior,PK03,PK04,69.44444444444446,38499.0,327545.2834993878
P0519,powertrain,PK02,PK04,90.2439024390244,12840.0,103540.58080237395
P0520,thermal,PK02,PK04,90.2439024390244,320.0,2400.0612037974815
P0521,interior,PK03,PK04,69.44444444444446,23285.0,198046.95774651918
P0522,electronics,PK06,PK05,108.22510822510822,14509.0,659118.6619178627
P0524,chassis,PK03,PK04,69.44444444444446,212.0,1654.4988207971683
P0525,interior,PK03,PK04,69.44444444444446,9342.0,79367.11313154316
P0526,powertrain,PK03,PK04,69.44444444444446,7519.0,63850.12563006561
P0527,interior,PK03,PK04,69.44444444444446,30186.0,256786.79907822324
P0528,chassis,PK03,PK04,69.44444444444446,10989.0,93386.02614028341
P0529,thermal,PK06,PK04,inf,1981.0,-14130.579731391223
P0530,powertrain,PK06,PK05,108.22510822510822,3011.0,135793.9066120811
P0531,chassis,PK01,PK04,52.631578947368425,27812.0,249761.473500054
P0532,body,PK03,PK04,69.44444444444446,18316.0,155751.88868736295
P0533,body,PK03,PK04,69.44444444444446,2751.0,23265.925735910427
P0535,electronics,PK01,PK04,52.631578947368425,24784.0,222555.91108964977
P0536,electronics,PK01,PK04,52.631578947368425,15146.0,135961.72003566154
P0537,body,PK03,PK04,69.44444444444446,29420.0,250266.77032005996
P0538,powertrain,PK03,PK04,69.44444444444446,3215.0,27215.394853126876
P0539,interior,PK03,PK04,69.44444444444446,9015.0,76583.75881833243
P0540,powertrain,PK02,PK04,90.2439024390244,3776.0,30318.722204810278
P0541,powertrain,PK01,PK04,52.631578947368425,72809.0,654044.3968094864
P0542,electronics,PK03,PK04,69.44444444444446,1452.0,12209.114565082495
P0543,electronics,PK03,PK04,69.44444444444446,9894.0,84065.61949512824
P0544,chassis,PK03,PK04,69.44444444444446,53121.0,452004.63141304895
P0545,interior,PK02,PK04,90.2439024390244,33899.0,273661.8429610338
P0546,chassis,PK02,PK04,90.2439024390244,22571.0,182150.67634660297
P0547,thermal,PK03,PK04,69.44444444444446,8016.0,68080.4837146703
P0549,chassis,PK02,PK04,90.2439024390244,62373.0,503683.8202014385
P0550,electronics,PK02,PK04,90.2439024390244,15526.0,125238.93828174903
P0551,thermal,PK03,PK04,69.44444444444446,29495.0,250905.15433685138
P0552,interior,PK03,PK04,69.44444444444446,25553.0,217351.69041429265
P0553,powertrain,PK03,PK04,69.44444444444446,7534.0,63977.802433423894
P0554,electronics,PK03,PK04,69.44444444444446,15087.0,128267.32881776831
P0555,interior,PK06,PK05,108.22510822510822,6040.0,273657.0727123779
P0556,interior,PK03,PK04,69.44444444444446,89577.0,762310.3342950376
P0557,powertrain,PK01,PK04,52.631578947368425,7634.0,68468.92451817245
P0558,body,PK03,PK04,69.44444444444446,23295.0,198132.0756154247
P0559,powertrain,PK02,PK04,90.2439024390244,40477.0,326801.00733159576
P0560,electronics,PK06,PK04,inf,826.0,-6620.701089414008
P0561,thermal,PK03,PK04,69.44444444444446,46280.0,393775.4972947781
P0562,chassis,PK03,PK04,69.44444444444446,15154.0,128837.61853943535
P0563,thermal,PK06,PK04,inf,379.0,-3714.2805240773705
P0564,chassis,PK03,PK04,69.44444444444446,17962.0,152738.71612810728
P0565,interior,PK03,PK04,69.44444444444446,5773.0,48988.54571916063
P0566,chassis,PK03,PK04,69.44444444444446,2903.0,24559.71734327444
P0567,powertrain,PK03,PK04,69.44444444444446,34753.0,295660.12980737735
P0568,thermal,PK03,PK04,69.44444444444446,13948.0,118572.4035494288
P0569,chassis,PK02,PK04,90.2439024390244,24239.0,195625.3078713973
P0570,interior,PK03,PK04,69.44444444444446,3773.0,31964.97193805527
P0571,body,PK02,PK04,90.2439024390244,2695.0,21586.06232573191
P0572,chassis,PK06,PK05,108.22510822510822,1249.0,55597.50559896689
P0574,thermal,PK02,PK04,90.2439024390244,20361.0,164297.59740787663
P0575,electronics,PK03,PK04,69.44444444444446,16543.0,140660.49053041302
P0576,powertrain,PK03,PK04,69.44444444444446,5031.0,42672.799846370544
P0577,body,PK02,PK04,90.2439024390244,1237.0,9807.877215929639
P0578,interior,PK02,PK04,90.2439024390244,46199.0,373025.13298199954
P0579,thermal,PK03,PK04,69.44444444444446,58223.0,495431.76812864875
P0580,interior,PK03,PK04,69.44444444444446,19828.0,168621.7104658786
P0581,body,PK02,PK04,90.2439024390244,1917.0,15301.132273999287
P0582,interior,PK03,PK04,69.44444444444446,9886.0,83997.52520000382
P0583,chassis,PK02,PK04,90.2439024390244,8577.0,69102.71857803436
P0584,thermal,PK02,PK04,90.2439024390244,3205.0,25706.00361928415
P0585,electronics,PK02,PK04,90.2439024390244,27620.0,222938.09515277017
P0586,interior,PK03,PK04,69.44444444444446,12953.0,110103.17559332887
P0588,chassis,PK02,PK04,90.2439024390244,10214.0,82326.92229871085
P0589,powertrain,PK03,PK04,69.44444444444446,194.0,1501.2866567672204
P0590,body,PK03,PK04,69.44444444444446,7558.0,64182.085318797166
P0591,body,PK06,PK05,108.22510822510822,5035.0,227915.08462033485
P0592,thermal,PK01,PK04,52.631578947368425,21941.0,197012.5115081506
P0593,powertrain,PK02,PK04,90.2439024390244,12683.0,102272.28514926077
P0594,body,PK02,PK04,90.2439024390244,5046.0,40578.183857381526
P0595,interior,PK02,PK04,90.2439024390244,20877.0,168466.00859900005
P0596,powertrain,PK03,PK04,69.44444444444446,7569.0,64275.71497459324
P0597,interior,PK03,PK04,69.44444444444446,12794.0,108749.801477731
P0598,interior,PK03,PK04,69.44444444444446,5031.0,42672.799846370544
P0599,thermal,PK03,PK04,69.44444444444446,11630.0,98842.08153712768
